-5.863367580297e-01	-1.527515011104e+00	-1.870518926468e+00	-2.546117897625e+00	1.084235801244e+00	2.349264068100e+00	9.530301696783e-01	2.806225362346e+00	-2.580850080215e+00	-2.143176774329e-01	
-2.512299279438e+00	-1.781241492565e+00	-4.998272728532e-01	-3.333758639114e+00	-2.936087923188e+00	4.356693409310e+00	9.473581120388e-01	-3.101559560821e+00	1.480719187772e-01	-2.907245809699e-01	
-1.509591387960e+00	3.143486613974e-01	-1.198630737319e+00	5.027678317551e-01	-2.212013801992e-01	-2.132869278107e+00	-1.506154213848e+00	7.823544730821e-01	-4.056467557151e+00	-2.018744485970e+00	
-4.059823223000e+00	2.242973738026e+00	-1.510834571842e+00	2.982556139109e-01	-8.715765540304e-01	-6.891649270309e-01	2.585511368375e+00	1.009301539859e+00	3.387735471955e+00	5.230197690262e+00	
2.294331866179e+00	-2.307050760045e+00	2.763670940691e+00	-3.463674417453e+00	-2.019994538533e+00	1.378622291491e+00	-2.368013317597e+00	-4.274459058830e-01	-9.388332195638e-01	2.901924816918e-01	
1.067668145731e+00	4.555979847296e+00	-1.537286955446e+00	-6.022774033222e-01	-1.308018676982e+00	-1.179010200014e+00	-6.581932110711e-01	2.010335359146e-01	-8.363901061134e-02	-3.819000107308e+00	
-2.947627365166e+00	-2.928685473051e-01	-1.131500192614e-01	-1.054674812693e+00	-1.368265706763e+00	4.564788109036e+00	-1.808079733862e+00	-5.287472389794e-01	-2.000170671386e-01	1.965834235641e+00	
-3.317849544606e-01	6.058594488635e-01	4.008571395067e+00	2.193254610873e+00	-1.714278398576e+00	1.085854815579e+00	-1.190759458508e+00	1.565954005604e+00	1.029683421052e+00	-1.706885290307e+00	
-3.683512552888e+00	2.586929888708e-01	-1.317795014103e+00	2.936612198617e+00	1.688136271250e+00	3.127281521174e-01	-1.208157957309e-01	6.259581067139e-01	-2.597356100184e+00	-1.023782020518e+00	
1.896496470361e+00	-1.402498361320e+00	-6.292705893659e-01	9.839361219681e-01	4.488862084380e-01	5.642086608739e-01	-4.896724771478e-01	-2.395950484695e+00	2.648192541363e+00	-4.444962440173e+00	

-3.047456465291e+00	-2.979678781777e+00	-1.000569977114e+00	7.154073439630e+00	-2.028249864654e+00	2.466682708601e+00	3.223458485946e+00	-1.397883959361e+00	-5.293253281652e+00	1.088662467377e+00	
-1.258541736409e+00	-3.811826981544e+00	-8.069631891585e-01	1.280325939244e+00	-1.503752578180e+00	1.170279090663e+00	8.409765816765e-01	-1.974357131526e+00	5.486427847559e-01	2.302073912147e+00	
1.503803849442e+00	2.643657082504e+00	-3.399709448599e+00	-1.048302343173e+00	-3.269064725134e+00	-1.597434407717e+00	-2.468954848929e+00	-4.748660622010e-01	-1.365909434146e+00	-3.158532996047e+00	
4.327174925466e-01	3.511479653711e-01	1.307498262746e+00	-3.889259211471e-03	-8.139461918525e-01	-7.214596404052e-01	-3.896928331877e+00	-3.917926137754e-01	1.049030366791e+00	6.216001568272e-01	
-2.392646889051e+00	3.008499784498e+00	-1.619441465676e+00	-9.185913380740e-01	3.182352452862e+00	-1.689492262418e+00	3.943413497661e+00	-4.404017055809e+00	1.026331083498e+00	1.390748737853e+00	
1.535009073997e-01	-4.777176879136e+00	1.576205164687e+00	-3.812437175679e-01	5.636883976050e-01	1.207551856910e+00	-5.498850496506e-01	-4.711489001861e-01	9.357839882586e-01	2.805803902641e+00	
-2.069721417304e+00	-4.868212845801e+00	-1.880801209324e-01	2.508311515701e+00	7.537705138483e-01	6.762929286544e-01	-2.603933626135e+00	2.303050678022e-01	-1.032695275682e+00	2.110107505643e+00	
1.356879945590e-01	-3.024624166093e+00	1.139085365254e+00	-1.671108603221e+00	4.997500963295e+00	-1.573600283734e+00	3.240290042454e-01	3.781820291719e+00	3.032121013238e+00	-2.793064935038e+00	
-1.629831545256e+00	-2.399976830089e-01	1.659551786570e+00	-1.086767841229e+00	-2.182506467724e+00	-3.608533184495e+00	9.821730112655e-01	-5.398104252125e-01	-4.375126490375e+00	3.842597584493e+00	
-2.972062936000e+00	-1.902851547816e+00	-1.767286976730e+00	-2.365910402192e+00	-2.438455860282e+00	9.188104996596e-01	-4.577823266902e-02	4.067116572623e-01	-2.487350545194e+00	5.754996665339e-01	

-1.919194936257e+00	1.220507457606e+00	1.054277614474e+00	-6.134609718043e-01	2.139835323230e+00	1.340084037038e+00	4.025671033745e-01	-1.991384263517e+00	-3.861115847408e+00	1.544563200405e+00	
1.868039503103e+00	9.651181344091e-01	-2.974167046804e+00	-7.549627492143e-01	-8.546886236727e-01	-3.069227643422e+00	1.273004215301e+00	-1.194792459765e+00	2.972379204674e+00	-3.567224208960e+00	
-2.733087111013e+00	1.114455580839e+00	-9.078299397874e-01	8.243480610453e-01	2.369681240700e+00	-1.481113734138e+00	3.203198444599e+00	-3.953167035390e+00	-1.117468954826e+00	6.283902001571e-01	
-1.073175389825e+00	-8.650794383875e-01	4.117248325419e+00	-2.411715975922e-01	-3.284544306789e+00	-9.614649886605e-01	-1.655936819099e+00	2.517513579921e-01	-3.809168583554e+00	1.718915935097e+00	
-3.492225385631e+00	-3.965322561114e+00	-1.170380829358e+00	1.480775792060e+00	-4.903176173129e-01	-1.974939847751e+00	2.997918806612e-01	-7.349388816039e-01	1.491451741004e-01	-1.887031510042e+00	
1.511175006752e+00	-4.171596472788e+00	1.668520110825e+00	-1.425267497087e+00	-1.061940019134e+00	8.564536061839e-01	1.717316354012e+00	-2.679526221217e+00	-1.573442830186e+00	-4.698599332934e+00	
-1.665467829127e+00	8.771988894912e-01	-2.122072851867e+00	8.926024557175e-02	-1.141105979733e+00	3.092035832107e-01	2.017406075547e+00	1.918295712819e+00	-2.243183141581e+00	-2.325667519524e+00	
